date,district,commodity,modal_price,min_price,max_price,temp_max,temp_min,rainfall,wind_speed,modal_price_lag_1,modal_price_lag_7,modal_price_lag_14
2024-03-08,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9600.0,8800.0,9800.0,31.0,16.5,0.0,14.3,9184.0,9014.57142857143,9112.625
2024-03-09,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9300.0,9000.0,9700.0,31.7,16.7,0.0,12.2,9600.0,8916.0,9028.57142857143
2024-03-10,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9250.0,9000.0,9500.0,33.4,16.7,0.0,14.6,9300.0,9300.0,9650.0
2024-03-11,Ahmednagar,Arhar (Tur/Red Gram)(Whole),8933.25,8200.0,9500.0,32.3,18.0,0.0,11.4,9250.0,8280.0,9287.5
2024-03-12,Ahmednagar,Arhar (Tur/Red Gram)(Whole),8950.166666666666,8201.0,9500.0,33.8,18.4,0.0,13.699999999999998,8933.25,8817.0,8664.285714285714
2024-03-13,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9300.0,8500.0,10000.0,32.7,18.8,0.0,17.6,8950.166666666666,9378.57142857143,9121.42857142857
2024-03-14,Ahmednagar,Arhar (Tur/Red Gram)(Whole),8775.166666666666,6400.0,9900.0,32.3,17.7,0.0,14.4,9300.0,9184.0,8850.2
2024-03-15,Ahmednagar,Arhar (Tur/Red Gram)(Whole),7906.222222222223,5000.0,9500.0,32.5,16.5,0.0,16.0,8775.166666666666,9600.0,9014.57142857143
2024-03-16,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9280.0,8800.0,9600.0,33.4,17.3,0.0,17.7,7906.222222222223,9300.0,8916.0
2024-03-17,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9200.0,9000.0,9600.0,34.3,18.4,0.0,21.0,9280.0,9250.0,9300.0
2024-03-18,Ahmednagar,Arhar (Tur/Red Gram)(Whole),8680.0,7000.0,9500.0,32.5,18.6,0.0,25.9,9200.0,8933.25,8280.0
2024-03-19,Ahmednagar,Arhar (Tur/Red Gram)(Whole),8773.333333333334,7500.0,9500.0,32.6,19.9,0.0,21.0,8680.0,8950.166666666666,8817.0
2024-03-20,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9200.0,8500.0,9800.0,31.7,18.4,0.0,16.6,8773.333333333334,9300.0,9378.57142857143
2024-03-21,Ahmednagar,Arhar (Tur/Red Gram)(Whole),8662.5,5000.0,9800.0,32.5,19.7,0.0,19.9,9200.0,8775.166666666666,9184.0
2024-03-22,Ahmednagar,Arhar (Tur/Red Gram)(Whole),8190.0,6000.0,9500.0,33.8,19.8,0.0,13.0,8662.5,7906.222222222223,9600.0
2024-03-23,Ahmednagar,Arhar (Tur/Red Gram)(Whole),8875.166666666666,7700.0,9800.0,34.0,20.6,0.0,16.1,8190.0,9280.0,9300.0
2024-03-24,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9300.0,9300.0,9300.0,34.3,20.9,0.0,13.6,8875.166666666666,9200.0,9250.0
2024-03-25,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9250.0,8900.0,9500.0,34.7,21.1,0.0,13.8,9300.0,8680.0,8933.25
2024-03-26,Ahmednagar,Arhar (Tur/Red Gram)(Whole),8800.0,8000.0,9400.0,36.6,21.0,0.0,15.3,9250.0,8773.333333333334,8950.166666666666
2024-03-27,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9225.0,9000.0,9600.0,36.8,24.0,0.0,15.1,8800.0,9200.0,9300.0
2024-03-28,Ahmednagar,Arhar (Tur/Red Gram)(Whole),6900.0,6900.0,6900.0,36.7,23.2,0.0,16.2,9225.0,8662.5,8775.166666666666
2024-03-29,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9500.0,9500.0,9500.0,35.8,24.7,0.1,14.9,6900.0,8190.0,7906.222222222223
2024-03-30,Ahmednagar,Arhar (Tur/Red Gram)(Whole),8275.0,6100.0,9400.0,35.6,24.2,0.0,14.8,9500.0,8875.166666666666,9280.0
2024-03-31,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9450.0,9400.0,9700.0,35.5,24.2,0.0,15.9,8275.0,9300.0,9200.0
2024-04-01,Ahmednagar,Arhar (Tur/Red Gram)(Whole),8883.333333333334,8400.0,9500.0,36.7,21.899999999999995,0.0,14.5,9450.0,9250.0,8680.0
2024-04-02,Ahmednagar,Arhar (Tur/Red Gram)(Whole),8356.25,5000.0,9800.0,36.6,21.4,0.0,14.3,8883.333333333334,8800.0,8773.333333333334
2024-04-03,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9575.0,9100.0,10000.0,36.8,22.2,0.0,17.8,8356.25,9225.0,9200.0
2024-04-04,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9587.5,6400.0,10200.0,36.9,22.7,0.0,17.6,9575.0,6900.0,8662.5
2024-04-05,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9700.0,8500.0,10200.0,37.2,23.1,0.0,17.2,9587.5,9500.0,8190.0
2024-04-06,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9450.0,7500.0,10200.0,36.8,23.7,0.0,17.0,9700.0,8275.0,8875.166666666666
2024-04-07,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9733.333333333334,8000.0,10500.0,36.0,22.8,0.0,18.9,9450.0,9450.0,9300.0
2024-04-08,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9500.0,8000.0,10300.0,36.0,20.0,0.0,15.6,9733.333333333334,8883.333333333334,9250.0
2024-04-09,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10600.0,10200.0,10700.0,37.8,21.5,0.0,12.0,9500.0,8356.25,8800.0
2024-04-12,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10400.0,10300.0,10500.0,35.9,22.2,0.0,21.0,10600.0,9575.0,9225.0
2024-04-13,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10040.2,7500.0,10600.0,36.0,21.4,0.0,13.0,10400.0,9587.5,6900.0
2024-04-14,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10100.0,10100.0,10100.0,37.0,21.2,0.0,15.7,10040.2,9700.0,9500.0
2024-04-15,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10275.0,9000.0,10700.0,37.0,24.6,0.0,10.4,10100.0,9450.0,8275.0
2024-04-17,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10500.0,10500.0,10500.0,37.6,26.3,0.1,15.9,10275.0,9733.333333333334,9450.0
2024-04-19,Ahmednagar,Arhar (Tur/Red Gram)(Whole),8475.25,5500.0,10775.0,38.1,26.1,0.0,17.6,10500.0,9500.0,8883.333333333334
2024-04-21,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10500.0,10000.0,10600.0,36.5,24.3,0.5,15.5,8475.25,10600.0,8356.25
2024-04-22,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10076.2,9000.0,10700.0,34.7,24.3,0.0,13.3,10500.0,10400.0,9575.0
2024-04-23,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9500.0,9500.0,9500.0,36.1,23.0,0.0,12.0,10076.2,10040.2,9587.5
2024-04-24,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9762.5,8900.0,10800.0,36.1,23.7,0.2,15.9,9500.0,10100.0,9700.0
2024-04-25,Ahmednagar,Arhar (Tur/Red Gram)(Whole),11000.0,9500.0,12000.0,36.4,23.3,1.8,15.8,9762.5,10275.0,9450.0
2024-04-26,Ahmednagar,Arhar (Tur/Red Gram)(Whole),8550.0,8100.0,10500.0,36.5,25.0,0.0,18.4,11000.0,10500.0,9733.333333333334
2024-04-27,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9633.666666666666,7000.0,10800.0,36.3,24.7,0.0,13.0,8550.0,8475.25,9500.0
2024-04-28,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10600.0,10300.0,10700.0,37.7,25.7,0.0,15.9,9633.666666666666,10500.0,10600.0
2024-04-29,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9800.0,9000.0,10500.0,37.9,25.4,0.0,14.5,10600.0,10076.2,10400.0
2024-04-30,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10262.5,10000.0,10700.0,38.9,25.0,0.0,18.4,9800.0,9500.0,10040.2
2024-05-01,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10100.0,9500.0,10500.0,38.5,24.4,0.0,24.7,10262.5,9762.5,10100.0
2024-05-02,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10000.0,10000.0,10000.0,37.7,22.4,0.0,14.9,10100.0,11000.0,10275.0
2024-05-03,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9130.0,6100.0,10600.0,37.7,22.9,0.0,15.5,10000.0,8550.0,10500.0
2024-05-04,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9770.0,8500.0,10500.0,38.9,23.8,0.0,17.2,9130.0,9633.666666666666,8475.25
2024-05-05,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9850.0,9200.0,10500.0,38.7,24.5,0.0,20.9,9770.0,10600.0,10500.0
2024-05-06,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9750.0,9500.0,10000.0,39.2,24.4,0.0,21.3,9850.0,9800.0,10076.2
2024-05-07,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9850.0,8000.0,11200.0,37.3,23.2,0.0,21.1,9750.0,10262.5,9500.0
2024-05-08,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9337.5,8000.0,10300.0,36.5,20.1,0.0,17.9,9850.0,10100.0,9762.5
2024-05-09,Ahmednagar,Arhar (Tur/Red Gram)(Whole),6001.0,6001.0,6001.0,37.1,23.8,0.0,20.0,9337.5,10000.0,11000.0
2024-05-10,Ahmednagar,Arhar (Tur/Red Gram)(Whole),8000.0,8000.0,8000.0,35.3,24.5,4.3,18.2,6001.0,9130.0,8550.0
2024-05-11,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9775.5,9551.0,10200.0,35.7,23.7,0.5,12.0,8000.0,9770.0,9633.666666666666
2024-05-14,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10000.0,10000.0,10000.0,35.5,24.1,0.1,19.9,9775.5,9850.0,10600.0
2024-05-15,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9333.333333333334,6500.0,11100.0,34.6,21.899999999999995,1.3999999999999997,13.4,10000.0,9750.0,9800.0
2024-05-16,Ahmednagar,Arhar (Tur/Red Gram)(Whole),8000.0,8000.0,8000.0,36.6,24.6,0.1,13.8,9333.333333333334,9850.0,10262.5
2024-05-17,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9750.0,9000.0,10500.0,35.6,23.6,0.4,19.5,8000.0,9337.5,10100.0
2024-05-18,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10500.0,9600.0,11100.0,36.3,23.899999999999995,0.3,20.9,9750.0,6001.0,10000.0
2024-05-19,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10550.0,10000.0,11100.0,37.7,24.8,0.0,17.1,10500.0,8000.0,9130.0
2024-05-20,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10533.333333333334,9500.0,11100.0,38.9,25.5,0.0,18.4,10550.0,9775.5,9770.0
2024-05-21,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9750.0,8000.0,11000.0,40.5,25.7,0.0,22.9,10533.333333333334,10000.0,9850.0
2024-05-22,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10133.333333333334,9300.0,10700.0,38.3,25.3,0.6999999999999998,13.1,9750.0,9333.333333333334,9750.0
2024-05-24,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9850.0,9000.0,10800.0,38.3,25.399999999999995,0.10000000000000002,25.399999999999995,10133.333333333334,8000.0,9850.0
2024-05-25,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10083.333333333334,9400.0,10500.0,37.8,25.100000000000005,0.0,22.0,9850.0,9750.0,9337.5
2024-05-27,Ahmednagar,Arhar (Tur/Red Gram)(Whole),11000.0,11000.0,11000.0,35.8,24.5,0.5,22.7,10083.333333333334,10500.0,6001.0
2024-05-28,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10100.666666666666,9500.0,11000.0,37.0,22.8,0.0,23.399999999999995,11000.0,10550.0,8000.0
2024-05-29,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9950.0,9000.0,10700.0,36.5,21.8,0.0,22.3,10100.666666666666,10533.333333333334,9775.5
2024-05-30,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10616.666666666666,8500.0,11700.0,36.9,21.8,0.0,22.7,9950.0,9750.0,10000.0
2024-05-31,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10333.333333333334,6852.0,11000.0,38.0,22.100000000000005,0.0,23.899999999999995,10616.666666666666,10133.333333333334,9333.333333333334
2024-06-01,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10150.0,9300.0,11000.0,36.5,22.9,0.1,17.8,10333.333333333334,9850.0,8000.0
2024-06-03,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10400.0,10000.0,11200.0,37.2,24.4,0.3,15.0,10150.0,10083.333333333334,9750.0
2024-06-04,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9975.5,8000.0,11500.0,33.7,23.6,11.2,14.8,10400.0,11000.0,10500.0
2024-06-05,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9000.0,7000.0,11000.0,32.7,22.7,5.0,23.4,9975.5,10100.666666666666,10550.0
2024-06-06,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9000.0,8000.0,10000.0,32.0,22.8,6.7,15.6,9000.0,9950.0,10533.333333333334
2024-06-07,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10000.0,10000.0,10500.0,32.1,22.5,4.3,12.7,9000.0,10616.666666666666,9750.0
2024-06-08,Ahmednagar,Arhar (Tur/Red Gram)(Whole),11500.0,11000.0,11500.0,31.0,22.7,0.6,16.4,10000.0,10333.333333333334,10133.333333333334
2024-06-09,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10500.0,10500.0,11000.0,29.9,22.5,27.5,20.4,11500.0,10150.0,9850.0
2024-06-10,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10167.0,9001.0,11000.0,29.600000000000005,21.0,20.1,21.899999999999995,10500.0,10400.0,10083.333333333334
2024-06-12,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10200.0,10200.0,10200.0,28.5,22.1,18.1,17.2,10167.0,9975.5,11000.0
2024-06-13,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9237.75,7800.0,11151.0,30.5,20.7,3.3,16.9,10200.0,9000.0,10100.666666666666
2024-06-15,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9750.0,7500.0,10301.0,29.8,21.0,9.2,13.7,9237.75,9000.0,9950.0
2024-06-18,Ahmednagar,Arhar (Tur/Red Gram)(Whole),11300.0,11300.0,11300.0,29.9,21.8,12.9,18.7,9750.0,10000.0,10616.666666666666
2024-06-19,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10800.0,6500.0,11500.0,27.9,21.5,3.5,20.4,11300.0,11500.0,10333.333333333334
2024-06-20,Ahmednagar,Arhar (Tur/Red Gram)(Whole),9741.0,9741.0,9741.0,28.8,21.7,10.0,25.0,10800.0,10500.0,10150.0
2024-06-21,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10981.0,10981.0,10981.0,30.1,21.6,1.0,19.1,9741.0,10167.0,10400.0
2024-06-22,Ahmednagar,Arhar (Tur/Red Gram)(Whole),10201.5,9501.0,10902.0,29.7,21.6,2.3,16.3,10981.0,10200.0,9975.5
2024-06-23,Ahmednagar,Arhar (Tur/Red Gram)(Whole),11100.0,11100.0,11100.0,29.8,22.2,13.8,13.4,10201.5,9237.75,9000.0
